step,loss
1,11.924790382385254
2,11.849078178405762
3,11.988985061645508
4,11.937263488769531
5,11.908069610595703
6,11.935774803161621
7,11.98500919342041
8,11.901229858398438
9,11.919401168823242
10,11.869535446166992
11,11.844659805297852
12,11.880208969116211
13,11.799585342407227
14,11.819273948669434
15,11.763273239135742
16,11.827227592468262
17,11.73008918762207
18,11.744088172912598
19,11.686928749084473
20,11.65651798248291
21,11.617156982421875
22,11.612430572509766
23,11.658175468444824
24,11.518577575683594
25,11.504936218261719
26,11.414770126342773
27,11.563395500183105
28,11.412178039550781
29,11.331024169921875
30,11.160855293273926
31,11.267796516418457
32,11.429132461547852
33,11.41039752960205
34,11.39747142791748
35,11.137707710266113
36,11.379875183105469
37,11.29757308959961
38,11.14958381652832
39,11.045547485351562
40,11.26140308380127
41,10.951011657714844
42,11.173440933227539
43,11.044914245605469
44,11.047507286071777
45,10.671775817871094
46,11.29365062713623
47,10.714734077453613
48,10.550602912902832
49,10.591938018798828
50,10.781917572021484
51,11.005786895751953
52,10.927590370178223
53,10.862753868103027
54,10.929518699645996
55,11.023378372192383
56,10.509765625
57,10.64031982421875
58,11.050806999206543
59,10.98776912689209
60,10.691244125366211
61,10.754938125610352
62,10.645564079284668
63,10.578749656677246
64,10.490530967712402
65,10.807058334350586
66,10.805179595947266
67,10.643231391906738
68,10.440563201904297
69,10.568159103393555
70,10.652159690856934
71,10.603254318237305
72,10.216320037841797
73,10.333117485046387
74,10.18286418914795
75,10.27313232421875
76,10.683544158935547
77,10.43678092956543
78,10.668191909790039
79,10.423995018005371
80,10.311187744140625
81,10.4148588180542
82,10.32425594329834
83,9.736993789672852
84,10.484857559204102
85,10.490874290466309
86,9.930087089538574
87,10.145256042480469
88,10.518625259399414
89,10.316637992858887
90,10.112140655517578
91,10.252714157104492
92,10.032447814941406
93,10.25211238861084
94,10.234294891357422
95,10.077437400817871
96,10.101791381835938
97,10.007205963134766
98,10.324470520019531
99,9.674320220947266
100,10.112950325012207
101,10.021729469299316
102,10.26102066040039
103,10.169830322265625
104,10.207746505737305
105,10.188420295715332
106,9.953618049621582
107,10.315800666809082
108,10.234794616699219
109,10.155117988586426
110,10.334124565124512
111,9.95199966430664
112,9.869531631469727
113,10.362249374389648
114,10.299595832824707
115,10.127923011779785
116,10.112217903137207
117,10.11332893371582
118,9.86478328704834
119,10.284717559814453
120,9.950667381286621
121,10.152166366577148
122,9.254288673400879
123,10.290939331054688
124,10.05307674407959
125,10.409613609313965
126,9.68932056427002
127,9.68287467956543
128,10.320307731628418
129,10.332564353942871
130,10.348155975341797
131,9.692733764648438
132,9.81175708770752
133,9.688101768493652
134,9.879175186157227
135,9.740668296813965
136,9.763665199279785
137,9.93631649017334
138,9.486566543579102
139,10.076904296875
140,10.01266860961914
141,10.0712251663208
142,9.793272018432617
143,9.755335807800293
144,9.982152938842773
145,9.700706481933594
146,9.677042007446289
147,10.182379722595215
148,9.85181999206543
149,10.052903175354004
150,10.057161331176758
151,9.563392639160156
