step,loss
1,11.912679672241211
2,12.013278007507324
3,11.824150085449219
4,11.882733345031738
5,11.852630615234375
6,11.709671974182129
7,11.717973709106445
8,11.602479934692383
9,11.502711296081543
10,11.620797157287598
11,11.383709907531738
12,10.990774154663086
13,11.057306289672852
14,10.850098609924316
15,10.779541015625
16,10.948822021484375
17,10.578845977783203
18,10.623918533325195
19,10.517346382141113
20,10.44212818145752
21,10.212058067321777
22,10.283957481384277
23,10.227346420288086
24,10.006731033325195
25,10.208484649658203
26,9.762809753417969
27,10.176591873168945
28,9.74629020690918
29,9.971818923950195
30,9.536683082580566
31,9.690164566040039
32,10.192862510681152
33,10.029070854187012
34,9.972718238830566
35,9.73527717590332
36,10.157471656799316
37,10.028315544128418
38,9.653876304626465
39,9.683541297912598
40,9.913317680358887
41,9.603825569152832
42,9.838286399841309
43,9.731366157531738
44,9.38259220123291
45,9.424850463867188
46,10.285462379455566
47,9.015336990356445
48,9.045661926269531
49,9.222702026367188
50,9.489847183227539
51,9.57346248626709
52,9.56059741973877
53,9.363916397094727
54,9.525209426879883
55,9.85522174835205
56,9.250924110412598
57,9.289875984191895
58,9.969965934753418
59,9.821904182434082
60,9.45677661895752
61,9.186530113220215
62,9.305675506591797
63,9.253653526306152
64,9.215432167053223
65,9.689963340759277
66,9.658491134643555
67,9.695968627929688
68,9.275914192199707
69,9.296459197998047
70,9.366592407226562
71,9.275531768798828
72,8.8895902633667
73,8.997477531433105
74,8.913597106933594
75,9.097564697265625
76,9.650102615356445
77,9.209094047546387
78,9.350846290588379
79,9.04406452178955
80,9.088656425476074
81,9.064034461975098
82,8.92015552520752
83,8.348065376281738
84,8.938268661499023
85,9.152803421020508
86,8.408060073852539
87,8.564922332763672
88,9.312647819519043
89,8.438769340515137
90,8.638508796691895
91,8.811807632446289
92,8.565561294555664
93,8.537111282348633
94,8.924936294555664
95,8.425732612609863
96,8.563591957092285
97,8.531683921813965
98,8.970848083496094
99,8.233616828918457
100,8.621493339538574
101,8.71112060546875
102,8.775288581848145
103,8.92416763305664
104,8.834150314331055
105,8.699858665466309
106,8.451425552368164
107,8.938901901245117
108,9.135401725769043
109,8.905299186706543
110,8.90631103515625
111,8.489441871643066
112,8.237689971923828
113,8.992826461791992
114,9.036808013916016
115,8.516149520874023
116,8.6373929977417
117,8.550399780273438
118,8.300522804260254
119,8.717597961425781
120,8.548568725585938
121,8.663155555725098
122,7.5362229347229
123,8.72246265411377
124,8.524093627929688
125,8.762225151062012
126,8.162238121032715
127,8.010977745056152
128,8.611319541931152
129,8.890146255493164
130,9.069469451904297
131,8.1768798828125
132,7.959266185760498
133,8.149471282958984
134,8.201004028320312
135,8.309929847717285
136,7.98683500289917
137,8.061933517456055
138,7.921534061431885
139,8.495017051696777
140,8.13277530670166
141,8.455243110656738
142,8.015945434570312
143,8.088475227355957
144,8.228280067443848
145,8.125903129577637
146,7.9562668800354
147,8.39039421081543
148,7.924757480621338
149,8.438840866088867
150,8.401698112487793
151,8.058212280273438
