step,loss
1,11.912679672241211
2,12.009073257446289
3,11.81945514678955
4,11.871735572814941
5,11.838318824768066
6,11.687212944030762
7,11.696829795837402
8,11.579839706420898
9,11.479288101196289
10,11.607680320739746
11,11.36516284942627
12,10.964998245239258
13,11.037749290466309
14,10.83365249633789
15,10.761676788330078
16,10.936695098876953
17,10.563279151916504
18,10.613390922546387
19,10.508747100830078
20,10.434910774230957
21,10.205866813659668
22,10.277481079101562
23,10.221442222595215
24,10.002945899963379
25,10.205060958862305
26,9.759750366210938
27,10.174300193786621
28,9.744365692138672
29,9.969980239868164
30,9.535639762878418
31,9.6892671585083
32,10.191683769226074
33,10.029101371765137
34,9.973394393920898
35,9.735635757446289
36,10.156471252441406
37,10.028284072875977
38,9.65482234954834
39,9.684944152832031
40,9.914769172668457
41,9.605001449584961
42,9.83948802947998
43,9.732389450073242
44,9.384846687316895
45,9.427176475524902
46,10.286796569824219
47,9.017549514770508
48,9.048035621643066
49,9.225295066833496
50,9.492300987243652
51,9.576132774353027
52,9.562796592712402
53,9.366897583007812
54,9.5288724899292
55,9.858236312866211
56,9.254290580749512
57,9.293645858764648
58,9.972272872924805
59,9.825310707092285
60,9.460673332214355
61,9.190610885620117
62,9.309375762939453
63,9.258316040039062
64,9.218971252441406
65,9.693930625915527
66,9.6627779006958
67,9.699319839477539
68,9.280872344970703
69,9.3004789352417
70,9.371110916137695
71,9.279809951782227
72,8.893348693847656
73,9.00216293334961
74,8.91781997680664
75,9.101283073425293
76,9.65434455871582
77,9.214038848876953
78,9.355830192565918
79,9.049266815185547
80,9.09343433380127
81,9.069724082946777
82,8.925917625427246
83,8.35314655303955
84,8.94459342956543
85,9.157880783081055
86,8.413556098937988
87,8.570809364318848
88,9.316496849060059
89,8.440328598022461
90,8.64319896697998
91,8.817225456237793
92,8.570466041564941
93,8.542279243469238
94,8.929731369018555
95,8.430275917053223
96,8.568653106689453
97,8.536856651306152
98,8.975173950195312
99,8.238532066345215
100,8.627197265625
101,8.716656684875488
102,8.781895637512207
103,8.928217887878418
104,8.838777542114258
105,8.704833030700684
106,8.456554412841797
107,8.944746017456055
108,9.139404296875
109,8.909662246704102
110,8.911131858825684
111,8.494210243225098
112,8.243249893188477
113,8.998576164245605
114,9.041474342346191
115,8.522263526916504
116,8.64260196685791
117,8.556977272033691
118,8.30710220336914
119,8.723050117492676
120,8.553319931030273
121,8.668415069580078
122,7.541440010070801
123,8.72890853881836
124,8.52994441986084
125,8.767169952392578
126,8.167571067810059
127,8.016327857971191
128,8.617300033569336
129,8.89547348022461
130,9.073598861694336
131,8.181832313537598
132,7.964845657348633
133,8.154329299926758
134,8.206233978271484
135,8.314597129821777
136,7.9921979904174805
137,8.066981315612793
138,7.92681360244751
139,8.500197410583496
140,8.138714790344238
141,8.459721565246582
142,8.02108097076416
143,8.093052864074707
144,8.233108520507812
145,8.130901336669922
146,7.962130546569824
147,8.39529800415039
148,7.929880142211914
149,8.443631172180176
150,8.406645774841309
151,8.062467575073242
