step,loss
1,11.913804054260254
2,11.955597877502441
3,11.937540054321289
4,11.8998384475708
5,11.885087966918945
6,11.839749336242676
7,11.807997703552246
8,11.748406410217285
9,11.769282341003418
10,11.776761054992676
11,11.657310485839844
12,11.507476806640625
13,11.51237678527832
14,11.515507698059082
15,11.396906852722168
16,11.510581970214844
17,11.338447570800781
18,11.27051067352295
19,11.159038543701172
20,11.170663833618164
21,11.003549575805664
22,11.118496894836426
23,10.96703815460205
24,10.809944152832031
25,10.910512924194336
26,10.6619873046875
27,10.951099395751953
28,10.608296394348145
29,10.715448379516602
30,10.379619598388672
31,10.665044784545898
32,10.870072364807129
33,10.756707191467285
34,10.65438175201416
35,10.481194496154785
36,10.81479263305664
37,10.774439811706543
38,10.505684852600098
39,10.409250259399414
40,10.700685501098633
41,10.32546329498291
42,10.586496353149414
43,10.506453514099121
44,10.34139633178711
45,10.092216491699219
46,10.870661735534668
47,9.982829093933105
48,9.852344512939453
49,10.016127586364746
50,10.18327808380127
51,10.36462688446045
52,10.328923225402832
53,10.173233985900879
54,10.369033813476562
55,10.617048263549805
56,10.000313758850098
57,10.103433609008789
58,10.539569854736328
59,10.521343231201172
60,10.203572273254395
61,10.108421325683594
62,10.074604034423828
63,10.124032020568848
64,9.924726486206055
65,10.424745559692383
66,10.322972297668457
67,10.267099380493164
68,9.901921272277832
69,10.170624732971191
70,10.12603759765625
71,10.478872299194336
72,9.67670726776123
73,9.942843437194824
74,9.749116897583008
75,9.769844055175781
76,10.337028503417969
77,10.027694702148438
78,10.119353294372559
79,9.96318244934082
80,9.815373420715332
81,9.954119682312012
82,9.825560569763184
83,9.29173469543457
84,9.937703132629395
85,10.012686729431152
86,9.401493072509766
87,9.655908584594727
88,10.1312894821167
89,9.90413761138916
90,9.71578598022461
91,9.750758171081543
92,9.578125953674316
93,9.524064064025879
94,9.79941177368164
95,9.564245223999023
96,9.526901245117188
97,9.521963119506836
98,9.925681114196777
99,9.008881568908691
100,9.591853141784668
101,9.485461235046387
102,9.723188400268555
103,9.730682373046875
104,9.787592887878418
105,9.70738697052002
106,9.427714347839355
107,9.889028549194336
108,9.821864128112793
109,9.809453964233398
110,9.79525089263916
111,9.385119438171387
112,9.338147163391113
113,9.87256908416748
114,9.866639137268066
115,9.599262237548828
116,9.623329162597656
117,9.561177253723145
118,9.385416984558105
119,9.689882278442383
120,9.411523818969727
121,9.613016128540039
122,8.684100151062012
123,9.767659187316895
124,9.440979957580566
125,9.75892162322998
126,8.901025772094727
127,9.114734649658203
128,9.642845153808594
129,9.814596176147461
130,9.745506286621094
131,9.146857261657715
132,9.148759841918945
133,9.086763381958008
134,9.186497688293457
135,9.204821586608887
136,9.073626518249512
137,9.312297821044922
138,8.932034492492676
139,9.455697059631348
140,9.284132957458496
141,9.480860710144043
142,9.079398155212402
143,9.120012283325195
144,9.284004211425781
145,8.957236289978027
146,9.014817237854004
147,9.493803977966309
148,9.068684577941895
149,9.424239158630371
150,9.417792320251465
151,8.93993854522705
