step,loss
1,11.913804054260254
2,11.95390510559082
3,11.936240196228027
4,11.894540786743164
5,11.879569053649902
6,11.831795692443848
7,11.798941612243652
8,11.739184379577637
9,11.761009216308594
10,11.771595001220703
11,11.648836135864258
12,11.496415138244629
13,11.502937316894531
14,11.506621360778809
15,11.387676239013672
16,11.502826690673828
17,11.32970142364502
18,11.263418197631836
19,11.15223503112793
20,11.164214134216309
21,10.997645378112793
22,11.113702774047852
23,10.962821960449219
24,10.806136131286621
25,10.907736778259277
26,10.659255027770996
27,10.949536323547363
28,10.606677055358887
29,10.714235305786133
30,10.378686904907227
31,10.664632797241211
32,10.869503021240234
33,10.757172584533691
34,10.655004501342773
35,10.482136726379395
36,10.81531810760498
37,10.774336814880371
38,10.50717830657959
39,10.411185264587402
40,10.702339172363281
41,10.327220916748047
42,10.58815860748291
43,10.508079528808594
44,10.343985557556152
45,10.09429931640625
46,10.872502326965332
47,9.985489845275879
48,9.85496997833252
49,10.018640518188477
50,10.185766220092773
51,10.367278099060059
52,10.331291198730469
53,10.175956726074219
54,10.37181568145752
55,10.619464874267578
56,10.003140449523926
57,10.106657028198242
58,10.541625022888184
59,10.524173736572266
60,10.206787109375
61,10.112459182739258
62,10.077703475952148
63,10.127615928649902
64,9.927713394165039
65,10.427928924560547
66,10.326276779174805
67,10.27002239227295
68,9.9052152633667
69,10.17387580871582
70,10.129605293273926
71,10.482104301452637
72,9.680501937866211
73,9.946990966796875
74,9.753185272216797
75,9.77325439453125
76,10.340323448181152
77,10.031500816345215
78,10.12299919128418
79,9.967174530029297
80,9.819385528564453
81,9.958564758300781
82,9.8300199508667
83,9.2963228225708
84,9.94261360168457
85,10.016754150390625
86,9.406208038330078
87,9.660712242126465
88,10.134809494018555
89,9.90860366821289
90,9.720135688781738
91,9.755453109741211
92,9.582557678222656
93,9.529351234436035
94,9.803378105163574
95,9.568982124328613
96,9.531676292419434
97,9.526738166809082
98,9.92973804473877
99,9.01413345336914
100,9.596721649169922
101,9.489957809448242
102,9.728422164916992
103,9.73477554321289
104,9.791996955871582
105,9.711957931518555
106,9.432458877563477
107,9.893754959106445
108,9.826266288757324
109,9.813528060913086
110,9.79996109008789
111,9.389790534973145
112,9.343653678894043
113,9.87759017944336
114,9.871075630187988
115,9.604883193969727
116,9.628266334533691
117,9.56676197052002
118,9.391375541687012
119,9.695171356201172
120,9.416350364685059
121,9.618268013000488
122,8.689375877380371
123,9.773439407348633
124,9.4467134475708
125,9.763906478881836
126,8.906371116638184
127,9.120221138000488
128,9.648746490478516
129,9.8201265335083
130,9.74976634979248
131,9.152148246765137
132,9.15510368347168
133,9.092395782470703
134,9.192266464233398
135,9.20984935760498
136,9.079352378845215
137,9.3180513381958
138,8.937853813171387
139,9.461098670959473
140,9.290141105651855
141,9.486276626586914
142,9.085148811340332
143,9.125191688537598
144,9.289555549621582
145,8.962626457214355
146,9.020751953125
147,9.499065399169922
148,9.074726104736328
149,9.429490089416504
150,9.423298835754395
151,8.945295333862305
152,9.324535369873047
153,9.298612594604492
154,9.296937942504883
155,9.294317245483398
156,9.181160926818848
157,9.328389167785645
158,9.430667877197266
159,9.279767990112305
160,8.702798843383789
161,8.887321472167969
162,8.856424331665039
163,8.860980987548828
164,9.137377738952637
165,8.93910026550293
166,9.081915855407715
167,9.128287315368652
168,9.033475875854492
169,8.799914360046387
170,9.244532585144043
171,9.233726501464844
172,9.276063919067383
173,8.695528984069824
174,9.17813777923584
175,9.165677070617676
176,9.369111061096191
177,9.156356811523438
178,8.896960258483887
179,8.501705169677734
180,8.84997844696045
181,8.012925148010254
182,9.061103820800781
183,8.990079879760742
184,9.021492958068848
185,9.233840942382812
186,8.881446838378906
187,9.527311325073242
188,8.984261512756348
189,8.308540344238281
190,8.844841003417969
191,9.070947647094727
192,8.593670845031738
193,8.663439750671387
194,8.7394437789917
195,8.70905876159668
196,8.864618301391602
197,9.006526947021484
198,8.717116355895996
199,9.179198265075684
200,9.069111824035645
201,8.77344799041748
202,8.89271354675293
203,8.961989402770996
204,8.878911018371582
205,8.344526290893555
206,8.483803749084473
207,9.037593841552734
208,8.428322792053223
